51.184082,4645.468619
51.574707,4556.501107
51.965332,4469.791669
52.355957,4385.322184
52.746582,4303.120393
53.137207,4223.017511
53.527832,4145.008691
53.918457,4068.957403
54.309082,3994.773488
54.699707,3922.60149
55.090332,3852.174856
55.480957,3783.443492
55.871582,3716.417642
56.262207,3651.042547
56.652832,3587.216399
57.043457,3525.004851
57.434082,3464.256396
57.824707,3404.863823
58.215332,3346.943716
58.605957,3290.36341
58.996582,3235.084007
59.387207,3181.09955
59.777832,3128.370951
60.168457,3076.862936
60.559082,3026.481795
60.949707,2977.255996
61.340332,2929.127336
61.730957,2882.0558
62.121582,2836.035966
62.512207,2791.017292
62.902832,2746.987689
63.293457,2703.875832
63.684082,2661.70429
64.074707,2620.398315
64.465332,2580.026868
64.855957,2540.522177
65.246582,2501.782901
65.637207,2463.901499
66.027832,2426.766741
66.418457,2390.411416
66.809082,2354.781015
67.199707,2319.909699
67.590332,2285.714192
67.980957,2252.198009
68.371582,2219.34485
68.762207,2187.18599
69.152832,2155.647776
69.543457,2124.735759
69.934082,2094.433467
70.324707,2064.693322
70.715332,2035.531531
71.105957,2006.964765
71.496582,1978.920551
71.887207,1951.475232
72.277832,1924.497743
72.668457,1898.055179
73.059082,1872.09643
73.449707,1846.636905
73.840332,1821.664936
74.230957,1797.14557
74.621582,1773.077015
75.012207,1749.499141
75.402832,1726.295212
75.793457,1703.525126
76.184082,1681.169433
76.574707,1659.186128
76.965332,1637.636999
77.355957,1616.471328
77.746582,1595.657721
78.137207,1575.213562
78.527832,1555.132449
78.918457,1535.411353
79.309082,1516.041978
79.699707,1496.986581
80.090332,1478.249926
80.480957,1459.842614
80.871582,1441.766056
81.262207,1423.96836
81.652832,1406.50339
82.043457,1389.349236
82.434082,1372.447029
82.824707,1355.856139
83.215332,1339.507293
83.605957,1323.446816
83.996582,1307.671868
84.387207,1292.127764
84.777832,1276.858721
85.168457,1261.84554
85.559082,1247.069482
85.949707,1232.523672
86.340332,1218.214991
86.730957,1204.156838
87.121582,1190.310488
87.512207,1176.707498
87.902832,1163.327069
88.293457,1150.133317
88.684082,1137.135192
89.074707,1124.3415
89.465332,1111.754139
89.855957,1099.340374
90.246582,1087.102879
90.637207,1075.10017
91.027832,1063.279552
91.418457,1051.615497
91.809082,1040.111418
92.199707,1028.771962
92.590332,1017.603993
92.980957,1006.596294
93.371582,995.808165
93.762207,985.174949
94.152832,974.665204
94.543457,964.32048
94.934082,954.156901
95.324707,944.063604
95.715332,934.137025
96.105957,924.437363
96.496582,914.778064
96.887207,905.294465
97.277832,895.920693
97.668457,886.692297
98.059082,877.642853
98.449707,868.701882
98.840332,859.822813
